UserID,TotalCourses,TotalSpent,AverageSpending,PreferredCategory,PreferredLevel,AverageCourseRating,DiversityScore,EnrollmentFrequency,LearningDepthIndex,AverageCoursesPerCategory,PreferredPaymentMethod,AverageCoursePrice,Age,Gender
U00745,2,0.0,0.0,Business,Advanced,2.335,2,1.0,4.0,1.0,Bank Transfer,0.0,29,Female
U00746,2,276.37,138.185,Business,Advanced,2.3600000000000003,2,1.0,4.0,1.0,Credit Card,138.185,28,Male
U00754,1,490.9,490.9,Artificial Intelligence,Beginner,4.55,1,1.0,0.0,1.0,PayPal,490.9,33,Male
U00755,1,0.0,0.0,Cybersecurity,Intermediate,1.91,1,1.0,1.0,1.0,Bank Transfer,0.0,31,Male
U00783,2,57.32,28.66,Data Science,Advanced,3.88,2,1.0,3.0,1.0,Credit Card,28.66,35,Female
U00784,2,299.57,149.785,Data Science,Beginner,4.21,2,1.0,0.0,1.0,Bank Transfer,149.785,22,Female
U00790,2,347.48999999999995,173.74499999999998,Machine Learning,Advanced,2.56,2,1.0,4.0,1.0,PayPal,173.74499999999998,16,Female
U00791,2,89.59,44.795,Artificial Intelligence,Intermediate,3.305,2,1.0,2.0,1.0,Bank Transfer,44.795,34,Female
U00792,1,346.71,346.71,Project Management,Advanced,1.23,1,1.0,2.0,1.0,Credit Card,346.71,20,Male
U00796,2,212.39,106.195,Digital Marketing,Advanced,2.215,2,2.0,1.0,1.0,Bank Transfer,106.195,22,Female
U00799,2,0.0,0.0,Data Science,Beginner,2.925,2,1.0,0.0,1.0,PayPal,0.0,26,Female
U00810,1,276.37,276.37,Design,Advanced,2.72,1,1.0,2.0,1.0,Bank Transfer,276.37,28,Male
U00818,1,0.0,0.0,Marketing,Advanced,4.79,1,1.0,2.0,1.0,Bank Transfer,0.0,20,Female
U00822,1,0.0,0.0,Programming,Intermediate,2.43,1,1.0,1.0,1.0,Bank Transfer,0.0,35,Female
U00823,1,212.39,212.39,Digital Marketing,Advanced,3.15,1,1.0,2.0,1.0,PayPal,212.39,22,Male
U00827,2,0.0,0.0,Finance,Intermediate,4.41,2,1.0,2.0,1.0,Bank Transfer,0.0,26,Female
U00839,1,0.0,0.0,Cybersecurity,Beginner,4.94,1,1.0,0.0,1.0,Bank Transfer,0.0,33,Male
U00841,1,0.0,0.0,Cybersecurity,Intermediate,1.91,1,1.0,1.0,1.0,PayPal,0.0,29,Female
U00842,2,89.59,44.795,Artificial Intelligence,Beginner,2.7800000000000002,2,1.0,0.5,1.0,Bank Transfer,44.795,21,Female
U00854,2,299.57,149.785,Data Science,Advanced,3.3600000000000003,2,2.0,1.0,1.0,Bank Transfer,149.785,28,Male
U00862,1,487.92,487.92,Business,Advanced,3.64,1,1.0,2.0,1.0,Bank Transfer,487.92,18,Female
U00864,1,0.0,0.0,Business,Advanced,2.0,1,1.0,2.0,1.0,Bank Transfer,0.0,22,Female
U00868,1,0.0,0.0,Digital Marketing,Beginner,2.14,1,1.0,0.0,1.0,Bank Transfer,0.0,16,Female
U00869,1,0.0,0.0,Marketing,Advanced,2.01,1,1.0,2.0,1.0,Credit Card,0.0,19,Male
U00873,1,0.0,0.0,Design,Advanced,4.45,1,1.0,2.0,1.0,Bank Transfer,0.0,28,Male
U00886,2,0.0,0.0,Machine Learning,Beginner,1.505,2,1.0,0.5,1.0,Bank Transfer,0.0,22,Female
U00887,1,0.0,0.0,Digital Marketing,Beginner,2.14,1,1.0,0.0,1.0,Credit Card,0.0,17,Male
U00890,2,299.57,149.785,Data Science,Beginner,2.5100000000000002,2,1.0,0.0,1.0,Bank Transfer,149.785,31,Female
U00891,2,0.0,0.0,Data Science,Advanced,4.195,2,1.0,3.0,1.0,Bank Transfer,0.0,28,Female
U00899,1,0.0,0.0,Marketing,Advanced,2.01,1,1.0,2.0,1.0,Bank Transfer,0.0,19,Male
U00900,2,119.04,59.52,Cybersecurity,Intermediate,3.34,2,2.0,2.0,1.0,Bank Transfer,59.52,26,Female
U00914,1,0.0,0.0,Marketing,Intermediate,4.11,1,1.0,1.0,1.0,Bank Transfer,0.0,22,Male
U00918,1,299.57,299.57,Data Science,Beginner,3.74,1,1.0,0.0,1.0,Credit Card,299.57,35,Male
U00926,2,342.61,171.305,Finance,Beginner,4.49,2,1.0,0.5,1.0,Credit Card,171.305,32,Male
U00931,1,117.68,117.68,Data Science,Advanced,2.57,1,1.0,2.0,1.0,Bank Transfer,117.68,31,Male
U00937,1,0.0,0.0,Machine Learning,Advanced,1.81,1,1.0,2.0,1.0,Bank Transfer,0.0,35,Male
U00938,1,0.0,0.0,Design,Beginner,4.51,1,1.0,0.0,1.0,PayPal,0.0,30,Male
U00943,2,0.0,0.0,Cybersecurity,Advanced,2.195,2,1.0,4.0,1.0,Credit Card,0.0,21,Female
U00944,1,117.68,117.68,Data Science,Advanced,2.57,1,1.0,2.0,1.0,Bank Transfer,117.68,28,Female
U00951,2,342.61,171.305,Digital Marketing,Intermediate,4.75,2,1.0,2.0,1.0,Bank Transfer,171.305,15,Male
U00954,2,0.0,0.0,Business,Advanced,3.36,2,2.0,3.0,1.0,Credit Card,0.0,21,Female
U00964,1,0.0,0.0,Marketing,Advanced,2.98,1,1.0,2.0,1.0,PayPal,0.0,16,Female
U00968,2,0.0,0.0,Machine Learning,Beginner,2.525,2,1.0,0.5,1.0,PayPal,0.0,21,Male
U00970,1,285.05,285.05,Business,Beginner,1.96,1,1.0,0.0,1.0,Credit Card,285.05,18,Male
U00980,1,0.0,0.0,Finance,Advanced,1.59,1,1.0,2.0,1.0,Bank Transfer,0.0,17,Male
U00983,1,0.0,0.0,Business,Advanced,2.0,1,1.0,2.0,1.0,PayPal,0.0,26,Female
U00984,1,415.51,415.51,Artificial Intelligence,Intermediate,3.11,1,1.0,1.0,1.0,Bank Transfer,415.51,27,Male
U00986,2,0.0,0.0,Cybersecurity,Advanced,3.66,1,1.0,1.0,2.0,PayPal,0.0,25,Male
U00999,1,0.0,0.0,Design,Beginner,4.51,1,1.0,0.0,1.0,Bank Transfer,0.0,33,Female
U01001,1,0.0,0.0,Project Management,Intermediate,3.45,1,1.0,1.0,1.0,Bank Transfer,0.0,18,Male
U01002,1,0.0,0.0,Business,Advanced,3.15,1,1.0,2.0,1.0,PayPal,0.0,19,Male
U01004,1,415.51,415.51,Artificial Intelligence,Intermediate,3.11,1,1.0,1.0,1.0,Bank Transfer,415.51,16,Female
U01006,2,37.89,18.945,Programming,Advanced,1.8650000000000002,2,1.0,3.0,1.0,Bank Transfer,18.945,19,Male
U01008,2,0.0,0.0,Data Science,Beginner,3.24,2,1.0,0.5,1.0,Credit Card,0.0,18,Male
U01016,2,57.32,28.66,Finance,Advanced,3.165,2,1.0,4.0,1.0,Bank Transfer,28.66,27,Female
U01017,2,611.0699999999999,305.53499999999997,Business,Beginner,2.325,1,1.0,0.5,2.0,Bank Transfer,305.53499999999997,21,Female
U01018,1,0.0,0.0,Finance,Beginner,4.14,1,1.0,0.0,1.0,PayPal,0.0,23,Female
U01019,1,0.0,0.0,Finance,Beginner,4.14,1,1.0,0.0,1.0,Credit Card,0.0,27,Male
U01021,2,0.0,0.0,Design,Beginner,3.355,2,1.0,0.0,1.0,Bank Transfer,0.0,29,Female
U01025,1,490.9,490.9,Artificial Intelligence,Beginner,4.55,1,1.0,0.0,1.0,Bank Transfer,490.9,34,Male
U01026,1,0.0,0.0,Finance,Beginner,4.14,1,1.0,0.0,1.0,Bank Transfer,0.0,33,Female
U01037,1,415.51,415.51,Artificial Intelligence,Intermediate,3.11,1,1.0,1.0,1.0,PayPal,415.51,32,Female
U01039,1,0.0,0.0,Cybersecurity,Beginner,4.94,1,1.0,0.0,1.0,PayPal,0.0,21,Female
U01048,1,0.0,0.0,Machine Learning,Advanced,1.81,1,1.0,2.0,1.0,Credit Card,0.0,16,Female
U01051,2,0.0,0.0,Design,Advanced,3.23,2,1.0,4.0,1.0,Bank Transfer,0.0,18,Female
U01052,2,0.0,0.0,Design,Beginner,4.62,2,1.0,0.5,1.0,Credit Card,0.0,22,Female
U01055,1,0.0,0.0,Machine Learning,Intermediate,4.73,1,1.0,1.0,1.0,Credit Card,0.0,22,Female
U01064,2,487.92,243.96,Business,Advanced,4.16,2,1.0,1.0,1.0,Credit Card,243.96,26,Female
U01068,2,0.0,0.0,Cybersecurity,Beginner,4.2700000000000005,2,1.0,0.5,1.0,Bank Transfer,0.0,32,Female
U01072,1,327.99,327.99,Project Management,Beginner,1.51,1,1.0,0.0,1.0,PayPal,327.99,32,Male
U01077,2,490.9,245.45,Artificial Intelligence,Beginner,3.3449999999999998,2,1.0,0.0,1.0,Credit Card,245.45,24,Female
U01078,2,0.0,0.0,Design,Advanced,2.795,2,1.0,4.0,1.0,Bank Transfer,0.0,27,Male
U01090,2,0.0,0.0,Digital Marketing,Intermediate,3.1950000000000003,2,1.0,2.0,1.0,Bank Transfer,0.0,25,Female
U01091,2,0.0,0.0,Machine Learning,Intermediate,4.42,2,1.0,2.0,1.0,Bank Transfer,0.0,29,Female
U01094,2,285.05,142.525,Business,Beginner,3.345,2,1.0,0.5,1.0,Bank Transfer,142.525,30,Male
U01095,1,0.0,0.0,Design,Beginner,4.51,1,1.0,0.0,1.0,Credit Card,0.0,21,Female
U01101,1,0.0,0.0,Marketing,Advanced,2.01,1,1.0,2.0,1.0,PayPal,0.0,33,Male
U01110,2,37.89,18.945,Web Development,Advanced,1.9849999999999999,1,1.0,4.0,2.0,Bank Transfer,18.945,23,Female
U01125,2,0.0,0.0,Business,Advanced,3.9400000000000004,2,1.0,3.0,1.0,Credit Card,0.0,32,Female
U01126,2,0.0,0.0,Marketing,Beginner,4.395,2,1.0,0.5,1.0,Bank Transfer,0.0,15,Male
U01128,2,0.0,0.0,Finance,Beginner,4.39,2,2.0,0.5,1.0,Bank Transfer,0.0,31,Female
U01136,1,212.39,212.39,Digital Marketing,Advanced,3.15,1,1.0,2.0,1.0,Credit Card,212.39,35,Male
U01138,1,89.59,89.59,Artificial Intelligence,Intermediate,2.68,1,1.0,1.0,1.0,Bank Transfer,89.59,22,Female
U01142,2,0.0,0.0,Machine Learning,Advanced,3.245,2,1.0,1.0,1.0,Bank Transfer,0.0,27,Male
U01148,2,0.0,0.0,Cybersecurity,Advanced,3.3,2,1.0,3.0,1.0,Bank Transfer,0.0,28,Male
U01161,1,0.0,0.0,Finance,Intermediate,4.1,1,1.0,1.0,1.0,PayPal,0.0,33,Male
U01166,2,285.05,142.525,Business,Advanced,2.315,2,2.0,1.0,1.0,Credit Card,142.525,21,Male
U01174,1,89.59,89.59,Artificial Intelligence,Intermediate,2.68,1,1.0,1.0,1.0,PayPal,89.59,15,Female
U01185,2,670.63,335.315,Cybersecurity,Advanced,2.035,2,1.0,3.0,1.0,Bank Transfer,335.315,28,Male
U01189,1,0.0,0.0,Marketing,Intermediate,4.11,1,1.0,1.0,1.0,Credit Card,0.0,28,Male
U01193,2,487.92,243.96,Business,Advanced,2.58,2,1.0,4.0,1.0,Credit Card,243.96,20,Female
U01200,1,0.0,0.0,Web Development,Beginner,2.2,1,1.0,0.0,1.0,Credit Card,0.0,15,Female
U01201,1,177.34,177.34,Digital Marketing,Advanced,3.89,1,1.0,2.0,1.0,Bank Transfer,177.34,28,Male
U01202,1,0.0,0.0,Design,Advanced,4.45,1,1.0,2.0,1.0,Credit Card,0.0,29,Female
U01209,2,0.0,0.0,Design,Beginner,3.915,2,1.0,0.0,1.0,Bank Transfer,0.0,20,Male
U01211,1,490.9,490.9,Artificial Intelligence,Beginner,4.55,1,1.0,0.0,1.0,PayPal,490.9,32,Female
U01214,1,0.0,0.0,Machine Learning,Advanced,1.81,1,1.0,2.0,1.0,PayPal,0.0,31,Female
U01216,1,37.89,37.89,Web Development,Advanced,1.3,1,1.0,2.0,1.0,Bank Transfer,37.89,15,Male
U01218,1,487.92,487.92,Business,Advanced,3.64,1,1.0,2.0,1.0,Credit Card,487.92,34,Male
U01225,2,0.0,0.0,Data Science,Intermediate,3.8499999999999996,2,1.0,2.0,1.0,Credit Card,0.0,30,Female
U01229,2,0.0,0.0,Artificial Intelligence,Beginner,3.62,2,1.0,0.5,1.0,Bank Transfer,0.0,27,Female
U01241,2,0.0,0.0,Business,Advanced,3.225,2,1.0,4.0,1.0,Credit Card,0.0,25,Male
U01242,2,37.89,18.945,Cybersecurity,Advanced,1.8399999999999999,2,1.0,4.0,1.0,Credit Card,18.945,22,Male
U01243,2,326.02,163.01,Business,Advanced,2.65,2,1.0,3.0,1.0,Credit Card,163.01,31,Female
U01246,2,0.0,0.0,Business,Advanced,2.44,2,1.0,3.0,1.0,Bank Transfer,0.0,27,Male
U01247,1,0.0,0.0,Data Science,Intermediate,3.02,1,1.0,1.0,1.0,Bank Transfer,0.0,19,Male
U01251,2,0.0,0.0,Business,Advanced,2.49,2,1.0,4.0,1.0,PayPal,0.0,29,Male
U01257,2,0.0,0.0,Cybersecurity,Advanced,3.35,2,1.0,3.0,1.0,Bank Transfer,0.0,29,Female
U01259,1,394.26,394.26,Cybersecurity,Intermediate,1.35,1,1.0,1.0,1.0,Bank Transfer,394.26,18,Female
U01260,1,0.0,0.0,Data Science,Beginner,3.65,1,1.0,0.0,1.0,Credit Card,0.0,31,Female
U01269,1,326.02,326.02,Business,Intermediate,2.69,1,1.0,1.0,1.0,PayPal,326.02,25,Female
U01271,1,0.0,0.0,Cybersecurity,Intermediate,1.91,1,1.0,1.0,1.0,Credit Card,0.0,23,Female
U01276,2,0.0,0.0,Data Science,Intermediate,3.8499999999999996,2,1.0,2.0,1.0,Bank Transfer,0.0,27,Female
U01278,2,89.59,44.795,Artificial Intelligence,Beginner,3.0,2,1.0,0.5,1.0,Credit Card,44.795,16,Female
U01301,1,0.0,0.0,Digital Marketing,Beginner,4.44,1,1.0,0.0,1.0,Credit Card,0.0,27,Male
U01302,2,0.0,0.0,Design,Advanced,3.885,2,1.0,1.0,1.0,PayPal,0.0,19,Female
U01317,1,0.0,0.0,Finance,Advanced,1.59,1,1.0,2.0,1.0,PayPal,0.0,32,Female
U01323,2,0.0,0.0,Programming,Beginner,3.6500000000000004,2,1.0,0.5,1.0,Bank Transfer,0.0,15,Male
U01329,1,276.37,276.37,Design,Advanced,2.72,1,1.0,2.0,1.0,Bank Transfer,276.37,15,Female
U01330,2,0.0,0.0,Artificial Intelligence,Advanced,2.8200000000000003,2,1.0,1.0,1.0,Credit Card,0.0,20,Female
U01348,2,0.0,0.0,Cybersecurity,Beginner,3.21,2,2.0,0.5,1.0,Bank Transfer,0.0,29,Female
U01351,2,0.78,0.39,Machine Learning,Advanced,3.67,2,1.0,3.0,1.0,Bank Transfer,0.39,16,Male
U01358,1,37.89,37.89,Web Development,Advanced,1.3,1,1.0,2.0,1.0,Credit Card,37.89,31,Male
U01367,1,0.0,0.0,Project Management,Beginner,4.68,1,1.0,0.0,1.0,PayPal,0.0,22,Male
U01369,1,0.0,0.0,Data Science,Intermediate,3.02,1,1.0,1.0,1.0,Credit Card,0.0,21,Male
U01382,1,326.02,326.02,Business,Intermediate,2.69,1,1.0,1.0,1.0,Bank Transfer,326.02,22,Female
U01385,1,0.0,0.0,Finance,Beginner,4.14,1,1.0,0.0,1.0,Credit Card,0.0,33,Female
U01388,1,0.0,0.0,Design,Advanced,2.61,1,1.0,2.0,1.0,Bank Transfer,0.0,27,Male
U01401,1,327.99,327.99,Project Management,Beginner,1.51,1,1.0,0.0,1.0,PayPal,327.99,19,Female
U01416,2,326.02,163.01,Business,Beginner,3.8150000000000004,2,1.0,0.5,1.0,Bank Transfer,163.01,22,Female
U01417,2,346.71,173.355,Project Management,Advanced,2.955,1,1.0,1.0,2.0,Bank Transfer,173.355,26,Female
U01419,2,327.99,163.995,Programming,Beginner,1.395,2,1.0,0.0,1.0,Bank Transfer,163.995,34,Female
U01431,2,0.0,0.0,Cybersecurity,Intermediate,4.0200000000000005,2,1.0,2.0,1.0,PayPal,0.0,34,Female
U01434,2,90.37,45.185,Artificial Intelligence,Advanced,3.285,2,1.0,3.0,1.0,Bank Transfer,45.185,24,Male
U01439,1,327.99,327.99,Project Management,Beginner,1.51,1,1.0,0.0,1.0,PayPal,327.99,22,Male
U01440,2,394.26,197.13,Cybersecurity,Intermediate,2.64,1,1.0,2.0,2.0,Credit Card,197.13,20,Female
U01444,2,436.29999999999995,218.14999999999998,Artificial Intelligence,Advanced,1.955,2,1.0,3.0,1.0,Credit Card,218.14999999999998,29,Male
U01446,1,0.0,0.0,Web Development,Beginner,3.32,1,1.0,0.0,1.0,Bank Transfer,0.0,32,Female
U01449,2,0.0,0.0,Digital Marketing,Beginner,3.99,2,1.0,0.5,1.0,Bank Transfer,0.0,34,Male
U01466,2,0.0,0.0,Business,Advanced,3.8,2,1.0,4.0,1.0,Bank Transfer,0.0,22,Male
U01468,2,299.57,149.785,Cybersecurity,Advanced,3.06,2,1.0,1.0,1.0,Bank Transfer,149.785,28,Female
U01470,2,415.51,207.755,Artificial Intelligence,Intermediate,3.52,2,1.0,2.0,1.0,Bank Transfer,207.755,28,Male
U01480,1,0.78,0.78,Machine Learning,Advanced,3.89,1,1.0,2.0,1.0,PayPal,0.78,20,Female
U01487,2,0.0,0.0,Design,Advanced,3.09,2,1.0,3.0,1.0,PayPal,0.0,17,Female
U01493,1,415.51,415.51,Artificial Intelligence,Intermediate,3.11,1,1.0,1.0,1.0,Credit Card,415.51,18,Female
U01495,1,0.0,0.0,Project Management,Intermediate,3.45,1,1.0,1.0,1.0,Bank Transfer,0.0,31,Female
U01498,1,0.0,0.0,Business,Advanced,2.0,1,1.0,2.0,1.0,Bank Transfer,0.0,15,Male
U01509,1,57.32,57.32,Web Development,Advanced,4.74,1,1.0,2.0,1.0,PayPal,57.32,15,Female
U01510,2,0.0,0.0,Data Science,Beginner,2.075,2,1.0,0.5,1.0,Credit Card,0.0,16,Female
U01514,1,0.0,0.0,Artificial Intelligence,Beginner,3.64,1,1.0,0.0,1.0,Credit Card,0.0,25,Male
U01524,1,0.0,0.0,Digital Marketing,Beginner,4.44,1,1.0,0.0,1.0,Credit Card,0.0,30,Female
U01525,2,347.48999999999995,173.74499999999998,Machine Learning,Advanced,2.56,2,1.0,4.0,1.0,Credit Card,173.74499999999998,32,Female
U01549,1,0.0,0.0,Digital Marketing,Beginner,2.14,1,1.0,0.0,1.0,PayPal,0.0,34,Female
U01556,2,0.0,0.0,Finance,Advanced,4.445,2,1.0,3.0,1.0,Bank Transfer,0.0,23,Female
U01561,1,0.0,0.0,Data Science,Intermediate,3.02,1,1.0,1.0,1.0,Bank Transfer,0.0,32,Male
U01570,2,326.02,163.01,Business,Beginner,3.415,2,1.0,0.5,1.0,Credit Card,163.01,31,Male
U01573,2,487.92,243.96,Business,Advanced,3.545,2,1.0,3.0,1.0,Bank Transfer,243.96,18,Female
U01580,2,394.26,197.13,Cybersecurity,Intermediate,1.54,2,1.0,2.0,1.0,Bank Transfer,197.13,15,Female
U01582,1,0.0,0.0,Marketing,Intermediate,4.11,1,1.0,1.0,1.0,Credit Card,0.0,16,Male
U01587,2,37.89,18.945,Cybersecurity,Advanced,2.615,2,1.0,3.0,1.0,Credit Card,18.945,27,Male
U01590,1,0.0,0.0,Project Management,Beginner,4.68,1,1.0,0.0,1.0,PayPal,0.0,33,Male
U01594,1,37.89,37.89,Web Development,Advanced,1.3,1,1.0,2.0,1.0,Bank Transfer,37.89,35,Male
U01595,2,592.85,296.425,Artificial Intelligence,Advanced,3.5,2,1.0,3.0,1.0,Bank Transfer,296.425,15,Male
U01601,2,346.71,173.355,Design,Advanced,2.87,2,1.0,1.0,1.0,Bank Transfer,173.355,23,Female
U01608,1,0.0,0.0,Machine Learning,Intermediate,1.73,1,1.0,1.0,1.0,Bank Transfer,0.0,15,Female
U01611,1,0.0,0.0,Marketing,Advanced,2.01,1,1.0,2.0,1.0,Bank Transfer,0.0,27,Male
U01612,1,0.0,0.0,Machine Learning,Intermediate,1.73,1,1.0,1.0,1.0,Bank Transfer,0.0,29,Male
U01613,1,0.0,0.0,Cybersecurity,Beginner,4.94,1,1.0,0.0,1.0,PayPal,0.0,25,Male
U01614,1,0.0,0.0,Digital Marketing,Intermediate,4.66,1,1.0,1.0,1.0,Bank Transfer,0.0,17,Male
U01620,1,0.0,0.0,Digital Marketing,Beginner,4.44,1,1.0,0.0,1.0,Credit Card,0.0,19,Female
U01621,2,0.0,0.0,Business,Advanced,1.905,2,1.0,4.0,1.0,Bank Transfer,0.0,16,Female
U01633,1,0.0,0.0,Project Management,Beginner,4.68,1,1.0,0.0,1.0,Bank Transfer,0.0,34,Male
U01643,1,89.59,89.59,Artificial Intelligence,Intermediate,2.68,1,1.0,1.0,1.0,Credit Card,89.59,25,Male
U01653,1,0.0,0.0,Design,Advanced,2.61,1,1.0,2.0,1.0,Credit Card,0.0,21,Female
U01663,2,0.0,0.0,Marketing,Beginner,3.0,2,1.0,0.5,1.0,Credit Card,0.0,28,Female
U01664,2,415.51,207.755,Artificial Intelligence,Intermediate,3.065,2,1.0,2.0,1.0,Credit Card,207.755,23,Female
U01667,1,0.0,0.0,Finance,Advanced,1.59,1,1.0,2.0,1.0,Credit Card,0.0,23,Female
U01669,2,53.86,26.93,Finance,Beginner,3.575,2,2.0,0.0,1.0,Credit Card,26.93,30,Female
U01673,1,0.0,0.0,Machine Learning,Intermediate,1.73,1,1.0,1.0,1.0,Credit Card,0.0,16,Male
U01678,1,0.0,0.0,Machine Learning,Intermediate,4.73,1,1.0,1.0,1.0,Bank Transfer,0.0,31,Female
U01682,2,0.0,0.0,Digital Marketing,Beginner,3.99,2,1.0,0.5,1.0,Bank Transfer,0.0,21,Male
U01683,1,326.02,326.02,Business,Intermediate,2.69,1,1.0,1.0,1.0,Bank Transfer,326.02,19,Female
U01687,2,0.0,0.0,Marketing,Advanced,3.885,1,1.0,4.0,2.0,Credit Card,0.0,23,Female
U01689,1,0.0,0.0,Web Development,Beginner,3.32,1,1.0,0.0,1.0,Credit Card,0.0,30,Female
U01693,2,276.37,138.185,Design,Advanced,2.6950000000000003,2,1.0,4.0,1.0,Credit Card,138.185,21,Male
U01696,2,327.99,163.995,Digital Marketing,Beginner,3.085,2,1.0,0.5,1.0,Bank Transfer,163.995,31,Female
U01698,1,0.0,0.0,Machine Learning,Beginner,1.13,1,1.0,0.0,1.0,Credit Card,0.0,28,Female
U01699,1,0.0,0.0,Finance,Intermediate,4.1,1,1.0,1.0,1.0,Bank Transfer,0.0,23,Female
U01704,2,89.59,44.795,Artificial Intelligence,Beginner,3.8100000000000005,2,2.0,0.5,1.0,Credit Card,44.795,30,Female
U01709,1,0.0,0.0,Digital Marketing,Beginner,2.14,1,1.0,0.0,1.0,Bank Transfer,0.0,35,Female
U01715,1,0.0,0.0,Design,Beginner,4.51,1,1.0,0.0,1.0,Bank Transfer,0.0,27,Male
U01717,1,299.57,299.57,Data Science,Beginner,3.74,1,1.0,0.0,1.0,Bank Transfer,299.57,20,Male
U01725,2,0.0,0.0,Design,Advanced,1.325,2,1.0,1.0,1.0,Bank Transfer,0.0,33,Male
U01728,2,0.0,0.0,Design,Advanced,3.745,2,1.0,1.0,1.0,Bank Transfer,0.0,33,Female
U01732,2,0.0,0.0,Design,Advanced,4.585,2,1.0,3.0,1.0,PayPal,0.0,17,Female
U01741,2,0.0,0.0,Data Science,Beginner,2.95,2,1.0,0.5,1.0,Bank Transfer,0.0,30,Male
U01754,1,0.0,0.0,Artificial Intelligence,Beginner,3.64,1,1.0,0.0,1.0,Credit Card,0.0,22,Male
U01759,1,276.37,276.37,Design,Advanced,2.72,1,1.0,2.0,1.0,Credit Card,276.37,21,Male
U01761,2,0.0,0.0,Business,Advanced,2.44,2,1.0,3.0,1.0,Credit Card,0.0,31,Male
U01768,2,0.0,0.0,Cybersecurity,Advanced,4.19,2,1.0,3.0,1.0,Credit Card,0.0,26,Female
U01774,1,0.0,0.0,Cybersecurity,Beginner,4.94,1,1.0,0.0,1.0,PayPal,0.0,17,Male
U01775,2,0.0,0.0,Design,Advanced,3.0999999999999996,2,1.0,1.0,1.0,Bank Transfer,0.0,31,Female
U01778,2,0.0,0.0,Data Science,Beginner,4.055,2,1.0,0.5,1.0,PayPal,0.0,24,Female
U01780,1,346.71,346.71,Project Management,Advanced,1.23,1,1.0,2.0,1.0,Bank Transfer,346.71,27,Male
U01788,2,89.59,44.795,Artificial Intelligence,Advanced,3.7350000000000003,2,1.0,3.0,1.0,Bank Transfer,44.795,15,Male
U01790,1,299.57,299.57,Data Science,Beginner,3.74,1,1.0,0.0,1.0,Bank Transfer,299.57,25,Male
U01791,2,53.86,26.93,Finance,Advanced,3.63,2,1.0,1.0,1.0,PayPal,26.93,31,Female
U01800,2,248.1,124.05,Artificial Intelligence,Beginner,2.4,2,1.0,0.5,1.0,Credit Card,124.05,25,Female
U01802,1,276.37,276.37,Design,Advanced,2.72,1,1.0,2.0,1.0,Credit Card,276.37,15,Female
U01818,2,53.86,26.93,Finance,Beginner,3.5949999999999998,2,2.0,0.5,1.0,Bank Transfer,26.93,15,Male
U01823,1,0.0,0.0,Finance,Advanced,1.59,1,1.0,2.0,1.0,PayPal,0.0,22,Male
U01827,1,0.0,0.0,Design,Advanced,4.45,1,1.0,2.0,1.0,Credit Card,0.0,28,Male
U01828,1,177.34,177.34,Digital Marketing,Advanced,3.89,1,1.0,2.0,1.0,Bank Transfer,177.34,21,Male
U01830,1,37.89,37.89,Web Development,Advanced,1.3,1,1.0,2.0,1.0,PayPal,37.89,15,Male
U01833,2,487.92,243.96,Business,Advanced,4.215,2,1.0,4.0,1.0,PayPal,243.96,16,Male
U01834,1,0.0,0.0,Machine Learning,Intermediate,1.73,1,1.0,1.0,1.0,Bank Transfer,0.0,33,Female
U01836,1,299.57,299.57,Data Science,Beginner,3.74,1,1.0,0.0,1.0,Credit Card,299.57,32,Female
U01838,2,0.0,0.0,Cybersecurity,Intermediate,4.015,2,1.0,2.0,1.0,Bank Transfer,0.0,24,Male
U01858,1,0.0,0.0,Project Management,Intermediate,3.45,1,1.0,1.0,1.0,Bank Transfer,0.0,34,Female
U01859,1,0.0,0.0,Web Development,Beginner,2.2,1,1.0,0.0,1.0,Credit Card,0.0,24,Female
U01878,1,0.0,0.0,Design,Advanced,4.45,1,1.0,2.0,1.0,Bank Transfer,0.0,20,Female
U01880,2,0.0,0.0,Design,Beginner,4.585,2,1.0,0.5,1.0,Bank Transfer,0.0,26,Female
U01885,1,0.0,0.0,Project Management,Beginner,4.68,1,1.0,0.0,1.0,Bank Transfer,0.0,25,Female
U01886,1,0.0,0.0,Marketing,Advanced,4.79,1,1.0,2.0,1.0,Bank Transfer,0.0,17,Male
U01887,1,0.0,0.0,Data Science,Beginner,3.65,1,1.0,0.0,1.0,Credit Card,0.0,21,Female
U01890,1,0.0,0.0,Finance,Advanced,1.59,1,1.0,2.0,1.0,Credit Card,0.0,18,Female
U01901,1,0.0,0.0,Machine Learning,Advanced,1.81,1,1.0,2.0,1.0,PayPal,0.0,23,Male
U01905,2,490.9,245.45,Artificial Intelligence,Beginner,2.915,2,1.0,0.0,1.0,PayPal,245.45,24,Female
U01912,1,0.0,0.0,Data Science,Intermediate,3.02,1,1.0,1.0,1.0,Credit Card,0.0,24,Female
U01915,2,453.4,226.7,Artificial Intelligence,Advanced,2.205,2,1.0,3.0,1.0,Bank Transfer,226.7,34,Female
U01916,1,117.68,117.68,Data Science,Advanced,2.57,1,1.0,2.0,1.0,PayPal,117.68,29,Male
U01923,1,57.32,57.32,Web Development,Advanced,4.74,1,1.0,2.0,1.0,Bank Transfer,57.32,19,Male
U01930,1,0.0,0.0,Project Management,Intermediate,3.45,1,1.0,1.0,1.0,Credit Card,0.0,28,Female
