TotalCourses,TotalSpent,AverageSpending,PreferredCategory,PreferredLevel,AverageCourseRating,DiversityScore,EnrollmentFrequency,LearningDepthIndex,AverageCoursesPerCategory,PreferredPaymentMethod,AverageCoursePrice,Age,Gender,UserID,Cluster
16,1526.86,95.42875,Design,Advanced,3.145,9,1.6,2.2857142857142856,1.7777777777777777,Credit Card,95.42875,28,Female,U02976,0
12,804.66,67.05499999999999,Design,Beginner,2.980833333333333,8,1.3333333333333333,1.6666666666666667,1.5,Bank Transfer,67.05499999999999,27,Male,U02980,0
14,1177.0,84.07142857142857,Programming,Advanced,2.772142857142857,9,1.5555555555555556,2.333333333333333,1.5555555555555556,Bank Transfer,84.07142857142857,23,Male,U02981,0
14,1574.03,112.43071428571427,Project Management,Advanced,3.5157142857142856,9,2.0,3.0,1.5555555555555556,PayPal,112.43071428571427,35,Female,U02984,0
11,968.91,88.08272727272727,Cybersecurity,Intermediate,3.4227272727272724,8,1.375,1.8,1.375,Bank Transfer,88.08272727272727,22,Male,U02989,0
12,1913.78,159.48166666666663,Business,Intermediate,3.168333333333333,8,1.7142857142857142,1.3333333333333333,1.5,Bank Transfer,159.48166666666663,24,Female,U02992,0
14,1069.44,76.38857142857144,Business,Beginner,2.682857142857143,9,1.75,1.1111111111111112,1.5555555555555556,PayPal,76.38857142857144,31,Female,U02994,0
2,346.71,173.355,Programming,Advanced,2.055,2,1.0,1.0,1.0,Bank Transfer,173.355,21,Male,U00005,1
2,299.57,149.785,Data Science,Advanced,3.205,2,1.0,1.0,1.0,Credit Card,149.785,15,Female,U00011,1
1,0.0,0.0,Machine Learning,Advanced,1.81,1,1.0,2.0,1.0,Credit Card,0.0,30,Male,U00014,1
1,0.0,0.0,Design,Beginner,4.51,1,1.0,0.0,1.0,Credit Card,0.0,24,Female,U00019,1
2,177.34,88.67,Cybersecurity,Advanced,3.135,2,1.0,4.0,1.0,Bank Transfer,88.67,15,Male,U00021,1
1,0.0,0.0,Cybersecurity,Intermediate,3.93,1,1.0,1.0,1.0,PayPal,0.0,18,Female,U00024,1
2,0.0,0.0,Cybersecurity,Advanced,2.915,2,1.0,3.0,1.0,Credit Card,0.0,31,Male,U00027,1
1,326.02,326.02,Business,Intermediate,2.69,1,1.0,1.0,1.0,Credit Card,326.02,30,Male,U00029,1
2,248.1,124.05,Artificial Intelligence,Beginner,2.67,2,1.0,0.0,1.0,Bank Transfer,124.05,32,Female,U00034,1
2,0.0,0.0,Cybersecurity,Advanced,1.985,2,1.0,4.0,1.0,Bank Transfer,0.0,31,Female,U00037,1
2,326.02,163.01,Business,Beginner,3.5650000000000004,2,1.0,0.5,1.0,Bank Transfer,163.01,19,Female,U00041,1
1,89.59,89.59,Artificial Intelligence,Intermediate,2.68,1,1.0,1.0,1.0,Bank Transfer,89.59,32,Male,U00042,1
1,327.99,327.99,Project Management,Beginner,1.51,1,1.0,0.0,1.0,Credit Card,327.99,31,Male,U00043,1
1,487.92,487.92,Business,Advanced,3.64,1,1.0,2.0,1.0,Credit Card,487.92,18,Male,U00057,1
2,299.57,149.785,Data Science,Beginner,3.31,2,1.0,0.0,1.0,Bank Transfer,149.785,34,Female,U00063,1
1,327.99,327.99,Project Management,Beginner,1.51,1,1.0,0.0,1.0,Credit Card,327.99,26,Female,U00066,1
1,0.0,0.0,Project Management,Intermediate,3.45,1,1.0,1.0,1.0,PayPal,0.0,32,Male,U00068,1
1,0.78,0.78,Machine Learning,Advanced,3.89,1,1.0,2.0,1.0,Bank Transfer,0.78,16,Male,U00073,1
1,0.0,0.0,Design,Advanced,4.45,1,1.0,2.0,1.0,Bank Transfer,0.0,22,Male,U00075,1
1,0.0,0.0,Marketing,Intermediate,4.11,1,1.0,1.0,1.0,PayPal,0.0,32,Female,U00078,1
1,0.0,0.0,Finance,Beginner,4.14,1,1.0,0.0,1.0,PayPal,0.0,35,Male,U00091,1
1,299.57,299.57,Data Science,Beginner,3.74,1,1.0,0.0,1.0,Credit Card,299.57,27,Male,U00094,1
2,0.0,0.0,Cybersecurity,Advanced,2.095,2,2.0,4.0,1.0,Bank Transfer,0.0,25,Male,U00097,1
1,299.57,299.57,Data Science,Beginner,3.74,1,1.0,0.0,1.0,Bank Transfer,299.57,32,Male,U00102,1
1,53.86,53.86,Finance,Beginner,2.47,1,1.0,0.0,1.0,Credit Card,53.86,19,Male,U00104,1
2,57.32,28.66,Digital Marketing,Advanced,3.4400000000000004,2,1.0,1.0,1.0,Bank Transfer,28.66,19,Male,U00106,1
1,487.92,487.92,Business,Advanced,3.64,1,1.0,2.0,1.0,Bank Transfer,487.92,26,Female,U00110,1
1,0.0,0.0,Cybersecurity,Advanced,2.38,1,1.0,2.0,1.0,Bank Transfer,0.0,22,Female,U00114,1
1,0.0,0.0,Business,Advanced,2.0,1,1.0,2.0,1.0,Bank Transfer,0.0,28,Female,U00118,1
2,415.51,207.755,Artificial Intelligence,Beginner,3.215,2,1.0,0.5,1.0,Credit Card,207.755,15,Male,U00120,1
2,328.77,164.385,Machine Learning,Advanced,2.7,2,1.0,1.0,1.0,Bank Transfer,164.385,27,Female,U00121,1
2,356.89,178.445,Data Science,Advanced,4.24,2,1.0,1.0,1.0,Credit Card,178.445,18,Female,U00123,1
2,460.49,230.245,Artificial Intelligence,Advanced,2.175,2,1.0,1.0,1.0,Credit Card,230.245,19,Female,U00124,1
2,415.51,207.755,Artificial Intelligence,Intermediate,3.885,2,1.0,2.0,1.0,Credit Card,207.755,19,Male,U00129,1
1,0.0,0.0,Business,Advanced,3.15,1,1.0,2.0,1.0,Bank Transfer,0.0,25,Female,U00136,1
2,0.0,0.0,Design,Advanced,1.87,2,1.0,1.0,1.0,PayPal,0.0,26,Male,U00138,1
2,53.86,26.93,Digital Marketing,Beginner,3.5650000000000004,2,1.0,0.5,1.0,Credit Card,26.93,24,Female,U00140,1
1,0.0,0.0,Cybersecurity,Beginner,4.94,1,1.0,0.0,1.0,Bank Transfer,0.0,23,Female,U00145,1
2,0.0,0.0,Finance,Beginner,3.71,2,1.0,0.5,1.0,Bank Transfer,0.0,27,Male,U00155,1
2,212.39,106.195,Cybersecurity,Advanced,2.53,2,1.0,3.0,1.0,Credit Card,106.195,32,Female,U00157,1
2,53.86,26.93,Finance,Beginner,2.1,2,1.0,0.5,1.0,Bank Transfer,26.93,16,Male,U00159,1
2,0.0,0.0,Machine Learning,Advanced,3.2700000000000005,1,1.0,3.0,2.0,Bank Transfer,0.0,32,Male,U00164,1
1,326.02,326.02,Business,Intermediate,2.69,1,1.0,1.0,1.0,PayPal,326.02,24,Female,U00168,1
2,0.0,0.0,Project Management,Beginner,4.065,1,1.0,0.5,2.0,Bank Transfer,0.0,24,Male,U00171,1
2,490.9,245.45,Artificial Intelligence,Beginner,2.915,2,1.0,0.0,1.0,Bank Transfer,245.45,32,Female,U00175,1
2,487.92,243.96,Business,Advanced,2.685,2,1.0,3.0,1.0,Credit Card,243.96,34,Male,U00179,1
1,0.0,0.0,Machine Learning,Intermediate,4.73,1,1.0,1.0,1.0,Credit Card,0.0,26,Female,U00180,1
1,394.26,394.26,Cybersecurity,Intermediate,1.35,1,1.0,1.0,1.0,PayPal,394.26,23,Female,U00196,1
2,326.02,163.01,Business,Beginner,3.005,2,1.0,0.5,1.0,Bank Transfer,163.01,25,Female,U00203,1
1,342.61,342.61,Project Management,Intermediate,4.84,1,1.0,1.0,1.0,Credit Card,342.61,32,Male,U00205,1
1,89.59,89.59,Artificial Intelligence,Intermediate,2.68,1,1.0,1.0,1.0,Credit Card,89.59,19,Female,U00206,1
2,177.34,88.67,Digital Marketing,Advanced,2.585,2,1.0,1.0,1.0,Bank Transfer,88.67,33,Male,U00207,1
2,37.89,18.945,Machine Learning,Advanced,1.515,2,1.0,3.0,1.0,Credit Card,18.945,30,Male,U00210,1
2,0.0,0.0,Programming,Beginner,4.265,2,1.0,0.0,1.0,Bank Transfer,0.0,30,Female,U00212,1
1,37.89,37.89,Web Development,Advanced,1.3,1,1.0,2.0,1.0,Credit Card,37.89,28,Male,U00217,1
2,0.0,0.0,Design,Beginner,4.305,2,1.0,0.5,1.0,Credit Card,0.0,23,Male,U00227,1
2,0.0,0.0,Data Science,Advanced,2.73,2,1.0,1.0,1.0,Credit Card,0.0,22,Male,U00229,1
2,119.04,59.52,Digital Marketing,Beginner,3.595,2,2.0,0.5,1.0,Bank Transfer,59.52,17,Female,U00230,1
2,213.17,106.585,Digital Marketing,Advanced,3.52,2,1.0,4.0,1.0,Bank Transfer,106.585,16,Male,U00231,1
1,0.0,0.0,Business,Advanced,3.15,1,1.0,2.0,1.0,PayPal,0.0,20,Male,U00237,1
1,0.0,0.0,Digital Marketing,Beginner,4.44,1,1.0,0.0,1.0,PayPal,0.0,32,Female,U00239,1
2,266.93,133.465,Artificial Intelligence,Advanced,3.285,2,1.0,3.0,1.0,Bank Transfer,133.465,27,Male,U00242,1
1,0.0,0.0,Finance,Beginner,4.14,1,1.0,0.0,1.0,PayPal,0.0,31,Female,U00245,1
1,0.0,0.0,Cybersecurity,Beginner,4.94,1,1.0,0.0,1.0,Credit Card,0.0,19,Female,U00254,1
1,394.26,394.26,Cybersecurity,Intermediate,1.35,1,1.0,1.0,1.0,PayPal,394.26,26,Female,U00255,1
1,0.0,0.0,Data Science,Intermediate,3.6,1,1.0,1.0,1.0,PayPal,0.0,29,Female,U00268,1
2,177.34,88.67,Business,Advanced,3.52,2,1.0,4.0,1.0,PayPal,88.67,32,Female,U00274,1
1,299.57,299.57,Data Science,Beginner,3.74,1,1.0,0.0,1.0,Credit Card,299.57,15,Male,U00280,1
2,177.34,88.67,Digital Marketing,Advanced,3.67,2,1.0,3.0,1.0,PayPal,88.67,31,Female,U00296,1
1,0.0,0.0,Digital Marketing,Beginner,2.14,1,1.0,0.0,1.0,Credit Card,0.0,29,Male,U00297,1
2,487.92,243.96,Business,Advanced,2.92,2,2.0,1.0,1.0,PayPal,243.96,26,Female,U00300,1
1,0.0,0.0,Business,Advanced,3.15,1,1.0,2.0,1.0,PayPal,0.0,18,Female,U00311,1
1,0.0,0.0,Project Management,Intermediate,3.45,1,1.0,1.0,1.0,Bank Transfer,0.0,30,Female,U00312,1
2,89.59,44.795,Artificial Intelligence,Beginner,3.810000000000001,2,1.0,0.5,1.0,Bank Transfer,44.795,17,Male,U00350,1
1,0.0,0.0,Web Development,Advanced,2.67,1,1.0,2.0,1.0,Credit Card,0.0,21,Male,U00367,1
1,0.0,0.0,Data Science,Intermediate,3.02,1,1.0,1.0,1.0,Bank Transfer,0.0,17,Female,U00371,1
1,326.02,326.02,Business,Intermediate,2.69,1,1.0,1.0,1.0,Bank Transfer,326.02,34,Female,U00375,1
2,299.57,149.785,Data Science,Advanced,2.875,2,1.0,1.0,1.0,Credit Card,149.785,32,Female,U00384,1
1,342.61,342.61,Project Management,Intermediate,4.84,1,1.0,1.0,1.0,Bank Transfer,342.61,18,Male,U00388,1
1,327.99,327.99,Project Management,Beginner,1.51,1,1.0,0.0,1.0,Bank Transfer,327.99,19,Female,U00392,1
2,0.0,0.0,Machine Learning,Advanced,2.83,2,1.0,1.0,1.0,Bank Transfer,0.0,23,Male,U00400,1
2,0.0,0.0,Data Science,Beginner,2.95,2,1.0,0.5,1.0,PayPal,0.0,21,Female,U00401,1
1,0.0,0.0,Finance,Intermediate,4.1,1,1.0,1.0,1.0,PayPal,0.0,34,Female,U00403,1
2,689.3199999999999,344.66,Project Management,Advanced,3.035,1,1.0,3.0,2.0,Bank Transfer,344.66,24,Male,U00405,1
2,0.0,0.0,Finance,Advanced,2.85,2,1.0,3.0,1.0,Credit Card,0.0,35,Male,U00409,1
2,0.0,0.0,Data Science,Beginner,2.925,2,2.0,0.0,1.0,Bank Transfer,0.0,17,Female,U00416,1
2,0.0,0.0,Artificial Intelligence,Beginner,2.92,2,1.0,0.0,1.0,Bank Transfer,0.0,32,Female,U00417,1
1,490.9,490.9,Artificial Intelligence,Beginner,4.55,1,1.0,0.0,1.0,Bank Transfer,490.9,20,Female,U00436,1
2,978.82,489.41,Artificial Intelligence,Advanced,4.095,2,1.0,1.0,1.0,PayPal,489.41,21,Female,U00443,1
2,415.51,207.755,Artificial Intelligence,Beginner,3.38,2,1.0,0.5,1.0,Credit Card,207.755,24,Female,U00460,1
2,212.39,106.195,Digital Marketing,Advanced,3.935,2,1.0,3.0,1.0,Credit Card,106.195,32,Female,U00466,1
2,0.0,0.0,Machine Learning,Advanced,1.9,2,1.0,1.0,1.0,Bank Transfer,0.0,20,Female,U00469,1
1,57.32,57.32,Web Development,Advanced,4.74,1,1.0,2.0,1.0,Bank Transfer,57.32,31,Male,U00474,1
2,276.37,138.185,Design,Advanced,2.155,2,1.0,4.0,1.0,Credit Card,138.185,29,Female,U00476,1
2,57.32,28.66,Machine Learning,Advanced,3.2350000000000003,2,1.0,3.0,1.0,Bank Transfer,28.66,30,Male,U00478,1
2,0.0,0.0,Data Science,Intermediate,2.725,2,1.0,2.0,1.0,Bank Transfer,0.0,16,Male,U00484,1
1,0.0,0.0,Project Management,Beginner,4.68,1,1.0,0.0,1.0,Credit Card,0.0,29,Female,U00485,1
1,0.0,0.0,Cybersecurity,Advanced,2.38,1,1.0,2.0,1.0,PayPal,0.0,29,Female,U00496,1
2,0.0,0.0,Cybersecurity,Beginner,3.625,2,1.0,0.5,1.0,PayPal,0.0,16,Male,U00504,1
1,0.0,0.0,Data Science,Intermediate,3.6,1,1.0,1.0,1.0,Credit Card,0.0,33,Female,U00506,1
2,177.34,88.67,Data Science,Advanced,3.455,2,1.0,3.0,1.0,Bank Transfer,88.67,15,Male,U00507,1
2,326.02,163.01,Business,Advanced,2.14,2,1.0,3.0,1.0,Bank Transfer,163.01,22,Male,U00512,1
1,0.0,0.0,Machine Learning,Advanced,1.81,1,1.0,2.0,1.0,PayPal,0.0,26,Female,U00521,1
2,119.04,59.52,Finance,Beginner,3.445,1,1.0,0.5,2.0,Bank Transfer,59.52,24,Male,U00524,1
2,394.26,197.13,Cybersecurity,Beginner,2.8950000000000005,2,1.0,0.5,1.0,Credit Card,197.13,24,Male,U00531,1
2,0.0,0.0,Design,Advanced,3.665,2,1.0,3.0,1.0,Bank Transfer,0.0,29,Male,U00533,1
2,0.0,0.0,Design,Advanced,2.64,2,1.0,4.0,1.0,Credit Card,0.0,17,Male,U00550,1
2,0.0,0.0,Machine Learning,Beginner,2.005,2,1.0,0.0,1.0,Bank Transfer,0.0,30,Female,U00552,1
1,415.51,415.51,Artificial Intelligence,Intermediate,3.11,1,1.0,1.0,1.0,Credit Card,415.51,17,Female,U00555,1
2,0.78,0.39,Machine Learning,Advanced,4.34,2,1.0,4.0,1.0,Bank Transfer,0.39,31,Male,U00557,1
1,0.0,0.0,Finance,Beginner,4.14,1,1.0,0.0,1.0,Bank Transfer,0.0,32,Male,U00558,1
2,790.47,395.235,Artificial Intelligence,Beginner,4.145,2,1.0,0.0,1.0,Bank Transfer,395.235,32,Male,U00560,1
2,0.0,0.0,Business,Advanced,3.22,2,1.0,1.0,1.0,Credit Card,0.0,31,Female,U00563,1
2,248.1,124.05,Artificial Intelligence,Beginner,1.67,2,1.0,0.0,1.0,Credit Card,124.05,28,Male,U00565,1
1,285.05,285.05,Business,Beginner,1.96,1,1.0,0.0,1.0,PayPal,285.05,20,Male,U00567,1
2,89.59,44.795,Artificial Intelligence,Advanced,2.675,2,1.0,3.0,1.0,Bank Transfer,44.795,32,Female,U00581,1
1,0.0,0.0,Cybersecurity,Advanced,2.38,1,1.0,2.0,1.0,PayPal,0.0,21,Female,U00583,1
2,346.71,173.355,Programming,Advanced,2.54,2,1.0,1.0,1.0,Bank Transfer,173.355,22,Female,U00587,1
1,57.32,57.32,Web Development,Advanced,4.74,1,1.0,2.0,1.0,Credit Card,57.32,24,Male,U00588,1
1,0.0,0.0,Business,Advanced,3.15,1,1.0,2.0,1.0,PayPal,0.0,19,Male,U00590,1
2,0.0,0.0,Data Science,Beginner,2.87,2,1.0,0.5,1.0,PayPal,0.0,35,Male,U00591,1
2,177.34,88.67,Digital Marketing,Advanced,3.605,2,2.0,1.0,1.0,Bank Transfer,88.67,26,Male,U00596,1
2,415.51,207.755,Artificial Intelligence,Intermediate,3.065,2,1.0,2.0,1.0,PayPal,207.755,30,Male,U00611,1
2,490.9,245.45,Artificial Intelligence,Beginner,2.915,2,1.0,0.0,1.0,Bank Transfer,245.45,24,Male,U00613,1
2,0.0,0.0,Cybersecurity,Beginner,3.035,2,1.0,0.5,1.0,Bank Transfer,0.0,19,Female,U00616,1
2,0.0,0.0,Design,Beginner,3.915,2,1.0,0.0,1.0,Bank Transfer,0.0,34,Female,U00624,1
1,0.0,0.0,Machine Learning,Intermediate,4.73,1,1.0,1.0,1.0,PayPal,0.0,26,Female,U00635,1
1,299.57,299.57,Data Science,Beginner,3.74,1,1.0,0.0,1.0,Bank Transfer,299.57,23,Female,U00645,1
1,346.71,346.71,Project Management,Advanced,1.23,1,1.0,2.0,1.0,Bank Transfer,346.71,15,Male,U00653,1
1,53.86,53.86,Finance,Beginner,2.47,1,1.0,0.0,1.0,Credit Card,53.86,33,Female,U00655,1
1,89.59,89.59,Artificial Intelligence,Intermediate,2.68,1,1.0,1.0,1.0,PayPal,89.59,23,Male,U00657,1
2,0.0,0.0,Finance,Beginner,4.41,2,1.0,0.0,1.0,Bank Transfer,0.0,33,Male,U00659,1
1,37.89,37.89,Web Development,Advanced,1.3,1,1.0,2.0,1.0,Bank Transfer,37.89,35,Male,U00665,1
2,380.5,190.25,Project Management,Advanced,3.07,2,1.0,3.0,1.0,Credit Card,190.25,24,Female,U00673,1
1,0.0,0.0,Marketing,Advanced,2.01,1,1.0,2.0,1.0,PayPal,0.0,20,Female,U00675,1
2,0.0,0.0,Business,Advanced,3.3,2,2.0,3.0,1.0,Bank Transfer,0.0,32,Male,U00681,1
2,0.78,0.39,Machine Learning,Advanced,2.85,1,1.0,4.0,2.0,Credit Card,0.39,30,Female,U00688,1
2,0.0,0.0,Machine Learning,Advanced,3.265,2,1.0,3.0,1.0,Bank Transfer,0.0,20,Male,U00699,1
1,117.68,117.68,Data Science,Advanced,2.57,1,1.0,2.0,1.0,Credit Card,117.68,25,Male,U00700,1
2,787.49,393.745,Business,Advanced,3.69,2,1.0,1.0,1.0,PayPal,393.745,21,Male,U00706,1
2,327.99,163.995,Project Management,Beginner,2.415,2,1.0,0.0,1.0,Credit Card,163.995,27,Male,U00711,1
1,472.28,472.28,Programming,Beginner,4.74,1,1.0,0.0,1.0,PayPal,472.28,17,Female,U00713,1
1,117.68,117.68,Data Science,Advanced,2.57,1,1.0,2.0,1.0,Credit Card,117.68,25,Female,U00719,1
2,487.92,243.96,Business,Advanced,3.31,2,1.0,4.0,1.0,Bank Transfer,243.96,30,Male,U00730,1
2,285.05,142.525,Business,Beginner,2.64,2,1.0,0.0,1.0,Credit Card,142.525,16,Male,U00731,1
1,0.0,0.0,Design,Advanced,2.61,1,1.0,2.0,1.0,PayPal,0.0,28,Female,U00733,1
1,327.99,327.99,Project Management,Beginner,1.51,1,1.0,0.0,1.0,Credit Card,327.99,34,Female,U00740,1
2,0.0,0.0,Business,Advanced,2.335,2,1.0,4.0,1.0,Bank Transfer,0.0,29,Female,U00745,1
2,276.37,138.185,Business,Advanced,2.3600000000000003,2,1.0,4.0,1.0,Credit Card,138.185,28,Male,U00746,1
1,490.9,490.9,Artificial Intelligence,Beginner,4.55,1,1.0,0.0,1.0,PayPal,490.9,33,Male,U00754,1
1,0.0,0.0,Cybersecurity,Intermediate,1.91,1,1.0,1.0,1.0,Bank Transfer,0.0,31,Male,U00755,1
2,57.32,28.66,Data Science,Advanced,3.88,2,1.0,3.0,1.0,Credit Card,28.66,35,Female,U00783,1
2,299.57,149.785,Data Science,Beginner,4.21,2,1.0,0.0,1.0,Bank Transfer,149.785,22,Female,U00784,1
2,347.48999999999995,173.74499999999998,Machine Learning,Advanced,2.56,2,1.0,4.0,1.0,PayPal,173.74499999999998,16,Female,U00790,1
2,89.59,44.795,Artificial Intelligence,Intermediate,3.305,2,1.0,2.0,1.0,Bank Transfer,44.795,34,Female,U00791,1
1,346.71,346.71,Project Management,Advanced,1.23,1,1.0,2.0,1.0,Credit Card,346.71,20,Male,U00792,1
2,212.39,106.195,Digital Marketing,Advanced,2.215,2,2.0,1.0,1.0,Bank Transfer,106.195,22,Female,U00796,1
2,0.0,0.0,Data Science,Beginner,2.925,2,1.0,0.0,1.0,PayPal,0.0,26,Female,U00799,1
1,276.37,276.37,Design,Advanced,2.72,1,1.0,2.0,1.0,Bank Transfer,276.37,28,Male,U00810,1
1,0.0,0.0,Marketing,Advanced,4.79,1,1.0,2.0,1.0,Bank Transfer,0.0,20,Female,U00818,1
1,0.0,0.0,Programming,Intermediate,2.43,1,1.0,1.0,1.0,Bank Transfer,0.0,35,Female,U00822,1
1,212.39,212.39,Digital Marketing,Advanced,3.15,1,1.0,2.0,1.0,PayPal,212.39,22,Male,U00823,1
2,0.0,0.0,Finance,Intermediate,4.41,2,1.0,2.0,1.0,Bank Transfer,0.0,26,Female,U00827,1
1,0.0,0.0,Cybersecurity,Beginner,4.94,1,1.0,0.0,1.0,Bank Transfer,0.0,33,Male,U00839,1
1,0.0,0.0,Cybersecurity,Intermediate,1.91,1,1.0,1.0,1.0,PayPal,0.0,29,Female,U00841,1
2,89.59,44.795,Artificial Intelligence,Beginner,2.78,2,1.0,0.5,1.0,Bank Transfer,44.795,21,Female,U00842,1
2,299.57,149.785,Data Science,Advanced,3.3600000000000003,2,2.0,1.0,1.0,Bank Transfer,149.785,28,Male,U00854,1
1,487.92,487.92,Business,Advanced,3.64,1,1.0,2.0,1.0,Bank Transfer,487.92,18,Female,U00862,1
1,0.0,0.0,Business,Advanced,2.0,1,1.0,2.0,1.0,Bank Transfer,0.0,22,Female,U00864,1
1,0.0,0.0,Digital Marketing,Beginner,2.14,1,1.0,0.0,1.0,Bank Transfer,0.0,16,Female,U00868,1
1,0.0,0.0,Marketing,Advanced,2.01,1,1.0,2.0,1.0,Credit Card,0.0,19,Male,U00869,1
1,0.0,0.0,Design,Advanced,4.45,1,1.0,2.0,1.0,Bank Transfer,0.0,28,Male,U00873,1
2,0.0,0.0,Machine Learning,Beginner,1.505,2,1.0,0.5,1.0,Bank Transfer,0.0,22,Female,U00886,1
1,0.0,0.0,Digital Marketing,Beginner,2.14,1,1.0,0.0,1.0,Credit Card,0.0,17,Male,U00887,1
2,299.57,149.785,Data Science,Beginner,2.51,2,1.0,0.0,1.0,Bank Transfer,149.785,31,Female,U00890,1
2,0.0,0.0,Data Science,Advanced,4.195,2,1.0,3.0,1.0,Bank Transfer,0.0,28,Female,U00891,1
1,0.0,0.0,Marketing,Advanced,2.01,1,1.0,2.0,1.0,Bank Transfer,0.0,19,Male,U00899,1
2,119.04,59.52,Cybersecurity,Intermediate,3.34,2,2.0,2.0,1.0,Bank Transfer,59.52,26,Female,U00900,1
1,0.0,0.0,Marketing,Intermediate,4.11,1,1.0,1.0,1.0,Bank Transfer,0.0,22,Male,U00914,1
1,299.57,299.57,Data Science,Beginner,3.74,1,1.0,0.0,1.0,Credit Card,299.57,35,Male,U00918,1
2,342.61,171.305,Finance,Beginner,4.49,2,1.0,0.5,1.0,Credit Card,171.305,32,Male,U00926,1
1,117.68,117.68,Data Science,Advanced,2.57,1,1.0,2.0,1.0,Bank Transfer,117.68,31,Male,U00931,1
1,0.0,0.0,Machine Learning,Advanced,1.81,1,1.0,2.0,1.0,Bank Transfer,0.0,35,Male,U00937,1
1,0.0,0.0,Design,Beginner,4.51,1,1.0,0.0,1.0,PayPal,0.0,30,Male,U00938,1
2,0.0,0.0,Cybersecurity,Advanced,2.195,2,1.0,4.0,1.0,Credit Card,0.0,21,Female,U00943,1
1,117.68,117.68,Data Science,Advanced,2.57,1,1.0,2.0,1.0,Bank Transfer,117.68,28,Female,U00944,1
2,342.61,171.305,Digital Marketing,Intermediate,4.75,2,1.0,2.0,1.0,Bank Transfer,171.305,15,Male,U00951,1
2,0.0,0.0,Business,Advanced,3.36,2,2.0,3.0,1.0,Credit Card,0.0,21,Female,U00954,1
1,0.0,0.0,Marketing,Advanced,2.98,1,1.0,2.0,1.0,PayPal,0.0,16,Female,U00964,1
2,0.0,0.0,Machine Learning,Beginner,2.525,2,1.0,0.5,1.0,PayPal,0.0,21,Male,U00968,1
1,285.05,285.05,Business,Beginner,1.96,1,1.0,0.0,1.0,Credit Card,285.05,18,Male,U00970,1
1,0.0,0.0,Finance,Advanced,1.59,1,1.0,2.0,1.0,Bank Transfer,0.0,17,Male,U00980,1
1,0.0,0.0,Business,Advanced,2.0,1,1.0,2.0,1.0,PayPal,0.0,26,Female,U00983,1
1,415.51,415.51,Artificial Intelligence,Intermediate,3.11,1,1.0,1.0,1.0,Bank Transfer,415.51,27,Male,U00984,1
2,0.0,0.0,Cybersecurity,Advanced,3.66,1,1.0,1.0,2.0,PayPal,0.0,25,Male,U00986,1
1,0.0,0.0,Design,Beginner,4.51,1,1.0,0.0,1.0,Bank Transfer,0.0,33,Female,U00999,1
1,0.0,0.0,Project Management,Intermediate,3.45,1,1.0,1.0,1.0,Bank Transfer,0.0,18,Male,U01001,1
1,0.0,0.0,Business,Advanced,3.15,1,1.0,2.0,1.0,PayPal,0.0,19,Male,U01002,1
1,415.51,415.51,Artificial Intelligence,Intermediate,3.11,1,1.0,1.0,1.0,Bank Transfer,415.51,16,Female,U01004,1
2,37.89,18.945,Programming,Advanced,1.865,2,1.0,3.0,1.0,Bank Transfer,18.945,19,Male,U01006,1
2,0.0,0.0,Data Science,Beginner,3.24,2,1.0,0.5,1.0,Credit Card,0.0,18,Male,U01008,1
2,57.32,28.66,Finance,Advanced,3.165,2,1.0,4.0,1.0,Bank Transfer,28.66,27,Female,U01016,1
2,611.0699999999999,305.535,Business,Beginner,2.325,1,1.0,0.5,2.0,Bank Transfer,305.535,21,Female,U01017,1
1,0.0,0.0,Finance,Beginner,4.14,1,1.0,0.0,1.0,PayPal,0.0,23,Female,U01018,1
1,0.0,0.0,Finance,Beginner,4.14,1,1.0,0.0,1.0,Credit Card,0.0,27,Male,U01019,1
2,0.0,0.0,Design,Beginner,3.355,2,1.0,0.0,1.0,Bank Transfer,0.0,29,Female,U01021,1
1,490.9,490.9,Artificial Intelligence,Beginner,4.55,1,1.0,0.0,1.0,Bank Transfer,490.9,34,Male,U01025,1
1,0.0,0.0,Finance,Beginner,4.14,1,1.0,0.0,1.0,Bank Transfer,0.0,33,Female,U01026,1
1,415.51,415.51,Artificial Intelligence,Intermediate,3.11,1,1.0,1.0,1.0,PayPal,415.51,32,Female,U01037,1
1,0.0,0.0,Cybersecurity,Beginner,4.94,1,1.0,0.0,1.0,PayPal,0.0,21,Female,U01039,1
1,0.0,0.0,Machine Learning,Advanced,1.81,1,1.0,2.0,1.0,Credit Card,0.0,16,Female,U01048,1
2,0.0,0.0,Design,Advanced,3.23,2,1.0,4.0,1.0,Bank Transfer,0.0,18,Female,U01051,1
2,0.0,0.0,Design,Beginner,4.62,2,1.0,0.5,1.0,Credit Card,0.0,22,Female,U01052,1
1,0.0,0.0,Machine Learning,Intermediate,4.73,1,1.0,1.0,1.0,Credit Card,0.0,22,Female,U01055,1
2,487.92,243.96,Business,Advanced,4.16,2,1.0,1.0,1.0,Credit Card,243.96,26,Female,U01064,1
2,0.0,0.0,Cybersecurity,Beginner,4.2700000000000005,2,1.0,0.5,1.0,Bank Transfer,0.0,32,Female,U01068,1
1,327.99,327.99,Project Management,Beginner,1.51,1,1.0,0.0,1.0,PayPal,327.99,32,Male,U01072,1
2,490.9,245.45,Artificial Intelligence,Beginner,3.345,2,1.0,0.0,1.0,Credit Card,245.45,24,Female,U01077,1
